"X","genome","gene","disordered_residues","protein_length","ko_id","percent"
0,2721755848,2724218713,62,457,"K07712",0.135667396061269
0,2721755848,2724219086,76,458,"K04771",0.165938864628821
0,2721755848,2724219218,14,499,"K07793",0.0280561122244489
0,2721755848,2724219781,13,512,"K07793",0.025390625
0,2721755863,2724239957,5,608,"K07182",0.00822368421052632
0,2721755863,2724240348,8,178,"K03408",0.0449438202247191
0,2721755863,2724240353,18,398,"K03406",0.0452261306532663
0,2721755863,2724240559,54,459,"K02313",0.117647058823529
0,2721755863,2724240839,0,404,"K02484",0
0,2721755863,2724240942,21,615,"K07182",0.0341463414634146
0,2721755863,2724241152,58,497,"K03406",0.116700201207243
0,2721755863,2724241500,22,510,"K03406",0.0431372549019608
0,2721755863,2724242164,9,874,"K00990",0.0102974828375286
0,2721755863,2724242442,251,748,"K03407",0.335561497326203
0,2721755863,2724242468,23,421,"K07154",0.0546318289786223
0,2721755863,2724242528,118,498,"K03092",0.236947791164659
0,2721755863,2724242617,31,469,"K07712",0.0660980810234542
0,2721755863,2724242618,1,354,"K07708",0.00282485875706215
0,2721755863,2724242621,86,612,"K06207",0.140522875816993
0,2721755863,2724242856,93,542,"K03406",0.171586715867159
0,2721755863,2724242952,6,437,"K07638",0.0137299771167048
0,2721755864,2724243247,1,645,"K07787",0.00155038759689922
0,2721755864,2724244637,91,499,"K03092",0.182364729458918
0,2721755902,2724287715,59,561,"K02484",0.105169340463458
0,2721755902,2724289159,14,825,"K07646",0.016969696969697
0,2721755902,2724289894,9,468,"K02313",0.0192307692307692
0,2721755902,2724289912,47,573,"K08884",0.0820244328097731
0,2721755902,2724289913,181,559,"K08884",0.323792486583184
0,2721755925,2724328821,22,804,"K00936",0.027363184079602
0,2721755925,2724329796,15,1276,"K07787",0.0117554858934169
0,2721755925,2724330313,1,994,"K00936",0.00100603621730382
0,2721755925,2724330642,25,637,"K00936",0.0392464678178964
0,2721755925,2724330643,14,377,"K00936",0.0371352785145889
0,2721756095,2724637068,76,489,"K03092",0.155419222903885
0,2721756095,2724637119,17,471,"K02313",0.0360934182590234
0,2721756095,2724637270,22,875,"K00990",0.0251428571428571
0,2721756095,2724637392,11,103,"K08738",0.106796116504854
0,2721756095,2724637977,3,355,"K03412",0.00845070422535211
0,2721756095,2724637978,18,783,"K03407",0.0229885057471264
0,2721756095,2724637980,4,214,"K03408",0.0186915887850467
0,2721756095,2724638438,0,287,"K02556",0
0,2721756095,2724638445,0,246,"K02556",0
0,2721756095,2724638567,3,1056,"K07787",0.00284090909090909
0,2721756095,2724638975,120,469,"K04771",0.255863539445629
0,2721756095,2724638998,18,604,"K06207",0.0298013245033113
0,2724679652,2727717492,157,628,"K03406",0.25
0,2724679652,2727717697,31,1030,"K00936",0.0300970873786408
0,2724679652,2727717708,156,560,"K03406",0.278571428571429
0,2724679652,2727717709,72,722,"K03407",0.0997229916897507
0,2724679652,2727717712,72,383,"K03406",0.18798955613577
0,2724679652,2727717762,65,732,"K00936",0.0887978142076503
0,2724679652,2727717788,71,605,"K06207",0.117355371900826
0,2724679652,2727717828,2,285,"K02556",0.00701754385964912
0,2724679652,2727718288,19,856,"K00990",0.022196261682243
0,2724679652,2727718312,16,601,"K07182",0.0266222961730449
0,2724679652,2727718364,0,288,"K02556",0
0,2724679652,2727718513,36,231,"K03412",0.155844155844156
0,2724679652,2727718599,6,446,"K02484",0.0134529147982063
0,2724679652,2727718613,32,366,"K00936",0.087431693989071
0,2724679652,2727718798,9,352,"K03412",0.0255681818181818
0,2724679652,2727718800,129,1057,"K03406",0.122043519394513
0,2724679652,2727718801,4,160,"K03408",0.025
0,2724679652,2727718802,52,709,"K03407",0.073342736248237
0,2724679652,2727718811,116,627,"K03407",0.185007974481659
0,2724679652,2727718871,204,1512,"K00936",0.134920634920635
0,2724679652,2727718969,50,469,"K07712",0.106609808102345
0,2724679652,2727719374,13,764,"K00936",0.0170157068062827
0,2724679652,2727719397,13,399,"K15011",0.0325814536340852
0,2724679652,2727719965,145,540,"K03406",0.268518518518519
0,2724679652,2727719995,18,433,"K07638",0.0415704387990762
0,2724679652,2727720237,35,466,"K02313",0.0751072961373391
0,2724679652,2727720857,95,541,"K03406",0.175600739371534
0,2724679652,2727720858,5,181,"K03408",0.0276243093922652
0,2724679652,2727720860,79,711,"K03407",0.111111111111111
0,2724679652,2727720877,0,249,"K02556",0
0,2724679652,2727721217,68,549,"K03406",0.123861566484517
0,2724679652,2727721250,65,446,"K03406",0.145739910313901
0,2724679652,2727721361,59,820,"K00936",0.0719512195121951
0,2724679652,2727721380,76,895,"K07646",0.0849162011173184
0,2724679652,2727721413,83,1755,"K00936",0.0472934472934473
0,2724679652,2727721455,67,519,"K03406",0.129094412331407
0,2724679652,2727721853,40,470,"K04771",0.0851063829787234
0,2724679707,2727841714,12,610,"K06207",0.019672131147541
0,2724679707,2727842225,1,650,"K07787",0.00153846153846154
0,2724679708,2727843226,0,479,"K04771",0
0,2724679708,2727843596,58,650,"K03407",0.0892307692307692
0,2724679708,2727843623,59,601,"K06207",0.0981697171381032
0,2724679708,2727843680,6,451,"K07712",0.0133037694013304
0,2724679708,2727844528,8,481,"K02313",0.0166320166320166
0,2724679709,2727846662,17,598,"K06207",0.0284280936454849
0,2724679709,2727847741,5,537,"K00936",0.00931098696461825
0,2724679709,2727848151,60,483,"K03092",0.124223602484472
0,2724679709,2727848464,11,629,"K03406",0.0174880763116057
0,2724679730,2727915068,64,638,"K00936",0.100313479623824
0,2724679730,2727915288,40,732,"K00936",0.0546448087431694
0,2724679730,2727915505,27,183,"K15012",0.147540983606557
0,2724679730,2727916027,40,607,"K07182",0.0658978583196046
0,2724679730,2727916128,60,456,"K07712",0.131578947368421
0,2724679730,2727916172,56,605,"K06207",0.0925619834710744
0,2724679730,2727917668,3,140,"K08738",0.0214285714285714
0,2724679730,2727917672,24,736,"K00936",0.0326086956521739
0,2724679730,2727917698,5,894,"K00936",0.00559284116331096
0,2724679730,2727918247,24,405,"K07154",0.0592592592592593
0,2724679730,2727918358,5,510,"K07793",0.00980392156862745
0,2724679730,2727918644,65,632,"K07793",0.102848101265823
0,2724679730,2727918677,61,439,"K07638",0.138952164009112
0,2724679730,2727918867,0,253,"K02556",0
0,2724679731,2727919413,30,441,"K00936",0.0680272108843537
0,2724679731,2727919652,2,385,"K07708",0.00519480519480519
0,2724679731,2727919653,46,492,"K07712",0.0934959349593496
0,2724679731,2727920042,9,441,"K00936",0.0204081632653061
0,2724679731,2727920097,157,509,"K04771",0.308447937131631
0,2724679731,2727920187,11,442,"K02484",0.0248868778280543
0,2724679731,2727920420,38,333,"K03412",0.114114114114114
0,2724679731,2727920531,8,935,"K00990",0.00855614973262032
0,2724679731,2727920570,90,557,"K03406",0.161579892280072
0,2724679731,2727920962,5,596,"K07182",0.00838926174496644
0,2724679731,2727921079,24,415,"K08884",0.0578313253012048
0,2724679731,2727921593,43,603,"K06207",0.0713101160862355
0,2724679731,2727921595,27,203,"K15012",0.133004926108374
0,2724679731,2727921712,33,458,"K03406",0.0720524017467249
0,2724679731,2727921895,81,376,"K03412",0.215425531914894
0,2724679731,2727921897,184,931,"K03407",0.197636949516649
0,2724679731,2727921898,1,162,"K03408",0.00617283950617284
0,2724679731,2727921943,51,894,"K07646",0.0570469798657718
0,2724679731,2727921978,64,475,"K04771",0.134736842105263
0,2724679731,2727922443,32,525,"K03408",0.060952380952381
0,2724679731,2727922444,24,364,"K03412",0.0659340659340659
0,2724679731,2727922448,94,798,"K03407",0.117794486215539
0,2724679731,2727922546,82,674,"K07646",0.121661721068249
0,2724679731,2727922615,118,523,"K03092",0.225621414913958
0,2724679731,2727922725,18,448,"K07638",0.0401785714285714
0,2724679731,2727922784,37,366,"K03412",0.101092896174863
0,2724679731,2727922786,0,171,"K03408",0
0,2724679731,2727922853,6,460,"K08884",0.0130434782608696
0,2724679731,2727923001,183,568,"K03406",0.322183098591549
0,2724679731,2727923002,0,171,"K03408",0
0,2724679731,2727923170,6,1007,"K07787",0.00595829195630586
0,2724679731,2727923591,132,669,"K03407",0.197309417040359
0,2724679731,2727923592,0,175,"K03408",0
0,2724679732,2727923751,167,498,"K03092",0.335341365461847
0,2724679732,2727923944,30,879,"K00990",0.0341296928327645
0,2724679732,2727924859,232,655,"K08884",0.354198473282443
0,2724679732,2727925107,61,461,"K04771",0.132321041214751
0,2724679732,2727925122,17,617,"K00936",0.0275526742301459
0,2724679732,2727925206,175,557,"K00936",0.314183123877917
0,2724679732,2727925285,541,1185,"K08884",0.456540084388186
0,2724679732,2727925335,107,544,"K08884",0.196691176470588
0,2724679732,2727925488,85,622,"K06207",0.136655948553055
0,2724679732,2727925525,74,493,"K04771",0.150101419878296
0,2724679732,2727925723,93,535,"K07712",0.173831775700935
0,2724679732,2727925945,40,739,"K00936",0.054127198917456
0,2724679732,2727926222,43,449,"K00936",0.0957683741648107
0,2724679732,2727926274,10,280,"K08884",0.0357142857142857
0,2724679732,2727926319,300,1203,"K00936",0.249376558603491
0,2724679732,2727926513,76,547,"K07712",0.138939670932358
0,2724679732,2727926904,71,535,"K08884",0.132710280373832
0,2724679732,2727926918,190,581,"K02313",0.327022375215146
0,2724679732,2727927053,0,146,"K00936",0
0,2724679732,2727927523,27,951,"K00936",0.028391167192429
0,2724679732,2727927676,105,716,"K08884",0.146648044692737
0,2724679732,2727928379,25,388,"K02313",0.0644329896907216
0,2724679732,2727928456,38,472,"K07712",0.0805084745762712
0,2724679732,2727928504,23,485,"K07712",0.0474226804123711
0,2724679732,2727929022,57,230,"K15012",0.247826086956522
0,2724679732,2727929174,71,492,"K08884",0.144308943089431
0,2724679733,2727929531,120,900,"K00936",0.133333333333333
0,2724679733,2727929543,37,450,"K15011",0.0822222222222222
0,2724679733,2727929647,10,604,"K07182",0.0165562913907285
0,2724679733,2727929771,9,438,"K07638",0.0205479452054795
0,2724679733,2727929816,30,1077,"K07787",0.0278551532033426
0,2724679733,2727929985,8,420,"K07154",0.019047619047619
0,2724679733,2727930216,87,450,"K02484",0.193333333333333
0,2724679733,2727930294,60,490,"K02313",0.122448979591837
0,2724679733,2727930382,43,417,"K07154",0.103117505995204
0,2724679733,2727930471,20,353,"K03412",0.056657223796034
0,2724679733,2727930570,52,602,"K06207",0.0863787375415282
0,2724679733,2727930577,21,365,"K07708",0.0575342465753425
0,2724679733,2727930578,46,474,"K07712",0.0970464135021097
0,2724679733,2727930840,30,847,"K00936",0.0354191263282172
0,2724679733,2727930887,26,420,"K07154",0.0619047619047619
0,2724679733,2727930896,14,416,"K07154",0.0336538461538462
0,2724679733,2727931088,30,394,"K15011",0.0761421319796954
0,2724679733,2727931089,42,183,"K15012",0.229508196721311
0,2724679733,2727931155,22,193,"K03412",0.113989637305699
0,2724679733,2727931502,43,938,"K00936",0.0458422174840085
0,2724679733,2727931808,118,541,"K03406",0.2181146025878
0,2724679733,2727932430,38,897,"K00990",0.0423634336677815
0,2724679734,2727932790,5,509,"K07793",0.00982318271119843
0,2724679734,2727933417,119,634,"K03406",0.187697160883281
0,2724679734,2727933667,27,185,"K15012",0.145945945945946
0,2724679734,2727933669,64,465,"K15011",0.137634408602151
0,2724679734,2727933746,0,289,"K02556",0
0,2724679734,2727933794,57,782,"K00936",0.0728900255754476
0,2724679734,2727933812,54,839,"K00936",0.0643623361144219
0,2724679734,2727934280,10,508,"K07793",0.0196850393700787
0,2724679734,2727934583,27,935,"K00990",0.0288770053475936
0,2724679734,2727934895,31,772,"K00936",0.0401554404145078
0,2724679734,2727934897,9,364,"K00936",0.0247252747252747
0,2724679734,2727935096,12,460,"K00936",0.0260869565217391
0,2724679734,2727935139,38,772,"K00936",0.0492227979274611
0,2724679734,2727935394,76,605,"K06207",0.125619834710744
0,2724679734,2727935416,14,356,"K00936",0.0393258426966292
0,2724679734,2727935743,0,505,"K07793",0
0,2724679734,2727935749,137,724,"K03407",0.189226519337017
0,2724679734,2727935754,16,343,"K03412",0.0466472303206997
0,2724679734,2727935940,23,739,"K00936",0.0311231393775372
0,2724679734,2727936038,24,567,"K00936",0.0423280423280423
0,2724679734,2727936163,29,360,"K07708",0.0805555555555556
0,2724679734,2727936164,60,456,"K07712",0.131578947368421
0,2724679734,2727936735,12,782,"K00936",0.0153452685421995
0,2724679734,2727936739,170,824,"K03406",0.20631067961165
0,2724679735,2727937629,21,544,"K03407",0.0386029411764706
0,2724679735,2727937630,0,358,"K03412",0
0,2724679735,2727937632,11,175,"K03408",0.0628571428571429
0,2724679735,2727938104,39,497,"K02313",0.0784708249496982
0,2724679735,2727939227,63,156,"K08738",0.403846153846154
0,2724679735,2727939821,36,602,"K06207",0.0598006644518272
0,2724679735,2727940824,0,634,"K07182",0
0,2724679735,2727941286,12,354,"K03412",0.0338983050847458
0,2724679779,2728039582,2,356,"K00936",0.00561797752808989
0,2724679779,2728041012,5,1232,"K07787",0.00405844155844156
0,2724679779,2728041090,0,344,"K04771",0
0,2724679779,2728041569,0,637,"K07182",0
0,2724679779,2728041571,1,638,"K07182",0.00156739811912226
0,2724679779,2728041628,4,310,"K07154",0.0129032258064516
0,2724679780,2728042086,67,455,"K07712",0.147252747252747
0,2724679780,2728042130,28,439,"K07638",0.0637813211845103
0,2724679780,2728042207,63,605,"K06207",0.104132231404959
0,2724679780,2728042544,39,607,"K07182",0.0642504118616145
0,2724679780,2728044146,33,184,"K15012",0.179347826086957
0,2724679780,2728044165,6,512,"K07793",0.01171875
0,2724679780,2728044493,34,892,"K00936",0.0381165919282511
0,2724679780,2728044713,69,738,"K00936",0.0934959349593496
0,2724679780,2728044755,16,289,"K02556",0.055363321799308
0,2724679780,2728045251,0,503,"K07793",0
0,2724679780,2728045317,21,504,"K07793",0.0416666666666667
0,2724679781,2728045855,60,631,"K08884",0.0950871632329636
0,2724679781,2728046812,29,462,"K02313",0.0627705627705628
0,2724679781,2728046907,200,570,"K08884",0.350877192982456
0,2724679781,2728047278,95,336,"K08884",0.282738095238095
0,2724679781,2728047611,162,690,"K08884",0.234782608695652
0,2724679781,2728047736,68,623,"K06207",0.109149277688604
0,2724679781,2728047796,20,620,"K07182",0.032258064516129
0,2724679781,2728047872,119,540,"K02484",0.22037037037037
0,2724679781,2728048395,138,596,"K08884",0.231543624161074
0,2724679783,2728054722,12,840,"K08884",0.0142857142857143
0,2724679783,2728054908,41,792,"K08884",0.0517676767676768
0,2724679783,2728054909,36,921,"K08884",0.0390879478827362
0,2724679783,2728056210,45,483,"K02313",0.093167701863354
0,2724679783,2728056632,73,821,"K08884",0.0889159561510353
0,2724679783,2728057153,142,500,"K03092",0.284
0,2724679783,2728057466,176,1038,"K08738",0.169556840077071
0,2724679783,2728057521,2,649,"K07182",0.00308166409861325
0,2724679783,2728057634,54,1260,"K07787",0.0428571428571429
0,2724679783,2728057905,20,1042,"K07787",0.0191938579654511
0,2724679783,2728058058,51,606,"K06207",0.0841584158415842
0,2724679784,2728058404,175,560,"K02313",0.3125
0,2724679784,2728058451,368,670,"K08884",0.549253731343284
0,2724679784,2728058452,168,440,"K08884",0.381818181818182
0,2724679784,2728059178,0,504,"K07793",0
0,2724679784,2728060344,356,657,"K08884",0.541856925418569
0,2724679784,2728060554,217,464,"K08884",0.467672413793103
0,2724679784,2728061072,161,566,"K02484",0.284452296819788
0,2724679784,2728061499,423,662,"K08884",0.638972809667674
0,2724679784,2728061552,38,783,"K00990",0.0485312899106003
0,2724679790,2728083812,142,536,"K03406",0.264925373134328
0,2724679790,2728085115,30,1252,"K07787",0.023961661341853
0,2724679790,2728085306,31,357,"K03412",0.0868347338935574
0,2724679790,2728085311,192,837,"K03407",0.229390681003584
0,2724679790,2728086476,32,838,"K08884",0.0381861575178998
0,2724679791,2728087572,121,812,"K00990",0.149014778325123
0,2724679791,2728087698,76,390,"K03412",0.194871794871795
0,2724679791,2728087701,166,825,"K03407",0.201212121212121
0,2724679791,2728087746,64,541,"K03408",0.118299445471349
0,2724679791,2728087792,266,522,"K08884",0.509578544061303
0,2724679791,2728087793,213,645,"K08884",0.330232558139535
0,2724679791,2728087809,117,516,"K02313",0.226744186046512
0,2724679791,2728087995,24,533,"K07793",0.0450281425891182
0,2724679791,2728088298,151,539,"K02484",0.280148423005566
0,2724679791,2728088652,75,529,"K02484",0.141776937618147
0,2724679791,2728088899,17,578,"K03406",0.0294117647058824
0,2724679791,2728089127,26,306,"K08884",0.0849673202614379
0,2724679791,2728089333,333,699,"K08884",0.476394849785408
0,2724679791,2728089744,36,528,"K03406",0.0681818181818182
0,2724679791,2728090076,45,528,"K03406",0.0852272727272727
0,2724679791,2728090217,1,255,"K02556",0.00392156862745098
0,2724679791,2728090303,148,895,"K07646",0.16536312849162
0,2724679791,2728090912,30,528,"K03406",0.0568181818181818
0,2724679791,2728090922,124,522,"K02484",0.237547892720307
0,2724679791,2728090972,82,411,"K07154",0.199513381995134
0,2724679802,2728136012,66,415,"K02484",0.159036144578313
0,2724679802,2728137920,38,392,"K04771",0.0969387755102041
0,2724679802,2728138582,33,554,"K00936",0.0595667870036101
0,2724679802,2728139109,61,608,"K06207",0.100328947368421
0,2724679802,2728139213,4,454,"K02313",0.00881057268722467
0,2724679804,2728143082,66,759,"K03406",0.0869565217391304
0,2724679804,2728143100,42,644,"K07182",0.0652173913043478
0,2724679804,2728143305,43,461,"K04771",0.0932754880694143
0,2724679804,2728143511,188,368,"K03408",0.510869565217391
0,2724679804,2728143514,273,718,"K03407",0.380222841225627
0,2724679804,2728143774,138,627,"K03406",0.220095693779904
0,2724679804,2728144327,59,606,"K06207",0.0973597359735974
0,2724679804,2728144331,10,360,"K07708",0.0277777777777778
0,2724679804,2728144332,70,475,"K07712",0.147368421052632
0,2724679804,2728144577,126,503,"K02313",0.250497017892644
0,2724679804,2728144959,0,257,"K02556",0
0,2724679804,2728145068,11,346,"K03412",0.0317919075144509
0,2724679804,2728145072,1,170,"K03408",0.00588235294117647
0,2724679804,2728145179,0,610,"K07182",0
0,2724679804,2728145368,0,283,"K02556",0
0,2724679804,2728145486,139,511,"K03092",0.272015655577299
0,2724679804,2728145719,22,141,"K03408",0.156028368794326
0,2724679804,2728145722,100,854,"K00936",0.117096018735363
0,2724679812,2728179587,5,425,"K03092",0.0117647058823529
0,2724679812,2728180045,2,873,"K00990",0.00229095074455899
0,2724679812,2728180544,5,451,"K02313",0.0110864745011086
0,2724679812,2728180790,0,481,"K04771",0
0,2724679812,2728180803,6,454,"K07712",0.013215859030837
0,2724679812,2728180881,92,660,"K03407",0.139393939393939
0,2724679813,2728182155,10,470,"K07638",0.0212765957446809
0,2724679813,2728182498,117,407,"K03412",0.287469287469287
0,2724679813,2728182500,3,163,"K03408",0.0184049079754601
0,2724679813,2728182690,32,479,"K07712",0.0668058455114822
0,2724679813,2728182691,9,378,"K07708",0.0238095238095238
0,2724679813,2728182839,165,658,"K08884",0.250759878419453
0,2724679813,2728183003,145,497,"K03406",0.291750503018109
0,2724679813,2728183841,24,486,"K02313",0.0493827160493827
0,2724679813,2728184127,133,699,"K03406",0.190271816881259
0,2724679813,2728184211,101,607,"K06207",0.166392092257002
0,2724679813,2728184561,31,175,"K15012",0.177142857142857
0,2724679813,2728184562,43,461,"K15011",0.0932754880694143
0,2724679815,2728190708,44,154,"K08738",0.285714285714286
0,2724679815,2728191203,28,474,"K02313",0.0590717299578059
0,2724679815,2728191244,22,143,"K08738",0.153846153846154
0,2724679815,2728192054,19,1272,"K07787",0.014937106918239
0,2724679815,2728192695,0,433,"K07154",0
0,2724679815,2728193899,0,345,"K00936",0
0,2724679818,2728202217,6,599,"K06207",0.010016694490818
0,2724679818,2728202523,0,453,"K07712",0
0,2724679818,2728202657,0,432,"K02313",0
0,2724679818,2728203241,84,652,"K03407",0.128834355828221
0,2724679818,2728203326,0,864,"K00990",0
0,2724679818,2728203345,0,594,"K07182",0
0,2724679820,2728207978,72,485,"K03092",0.148453608247423
0,2724679820,2728208800,13,1261,"K07787",0.0103092783505155
0,2724679821,2728210437,11,1245,"K07787",0.00883534136546185
0,2724679821,2728210502,23,416,"K07154",0.0552884615384615
0,2724679821,2728211326,4,635,"K07182",0.0062992125984252
0,2724679919,2728319627,260,491,"K08884",0.529531568228106
0,2724679919,2728319865,133,512,"K02484",0.259765625
0,2724679919,2728319879,50,356,"K03412",0.140449438202247
0,2724679919,2728319880,163,724,"K03407",0.225138121546961
0,2724679919,2728319882,26,177,"K03408",0.146892655367232
0,2724679919,2728319884,20,152,"K03408",0.131578947368421
0,2724679919,2728319989,58,480,"K08884",0.120833333333333
0,2724679919,2728320785,219,597,"K08884",0.366834170854271
0,2724679919,2728320798,106,524,"K02484",0.202290076335878
0,2724679919,2728320893,195,481,"K08884",0.405405405405405
0,2724679919,2728321084,280,669,"K08884",0.418535127055306
0,2724679919,2728321220,77,620,"K06207",0.124193548387097
0,2724679919,2728321398,55,825,"K07646",0.0666666666666667
0,2724679919,2728321749,232,628,"K08884",0.369426751592357
0,2724679919,2728321788,95,499,"K02484",0.190380761523046
0,2724679919,2728321831,92,336,"K08884",0.273809523809524
0,2724679919,2728322454,4,263,"K02556",0.0152091254752852
0,2724679919,2728322463,104,390,"K03412",0.266666666666667
0,2724679919,2728322465,14,145,"K03408",0.096551724137931
0,2724679919,2728322880,220,618,"K02313",0.355987055016181
0,2724679919,2728322929,136,445,"K08884",0.30561797752809
0,2724679919,2728322930,254,591,"K08884",0.429780033840948
0,2724679919,2728323235,301,593,"K08884",0.507588532883642
0,2724679919,2728323244,279,648,"K08884",0.430555555555556
0,2724679919,2728323475,268,553,"K08884",0.484629294755877
0,2724679919,2728323605,7,182,"K03408",0.0384615384615385
0,2724679919,2728323609,42,344,"K03406",0.122093023255814
0,2724679919,2728323612,68,710,"K03407",0.0957746478873239
0,2724679919,2728323767,154,436,"K08884",0.353211009174312
0,2724679919,2728324340,64,757,"K00990",0.0845442536327609
0,2724679919,2728324504,57,527,"K03408",0.108159392789374
0,2724679919,2728324505,12,348,"K03412",0.0344827586206897
0,2724679919,2728324509,87,795,"K03407",0.109433962264151
0,2724679919,2728324781,239,574,"K08884",0.416376306620209
0,2724679919,2728325114,112,657,"K00936",0.170471841704718
0,2724679919,2728325233,70,519,"K02484",0.134874759152216
0,2724679919,2728325276,289,594,"K08884",0.486531986531987
0,2724679919,2728325456,93,769,"K00936",0.120936280884265
0,2724679919,2728326653,226,513,"K08884",0.440545808966862
0,2724679919,2728326910,91,651,"K00936",0.139784946236559
0,2724679919,2728327262,78,516,"K03406",0.151162790697674
0,2724679919,2728327434,72,535,"K03406",0.134579439252336
0,2724679919,2728327525,4,145,"K03408",0.0275862068965517
0,2724679919,2728327762,103,556,"K03406",0.185251798561151
0,2724679920,2728329560,7,459,"K02313",0.0152505446623094
0,2724679920,2728329714,12,601,"K06207",0.0199667221297837
0,2724679920,2728329770,0,460,"K07712",0
0,2724679920,2728330213,127,680,"K03407",0.186764705882353
0,2724679920,2728330377,0,479,"K04771",0
0,2728369217,2729652895,117,502,"K03092",0.233067729083665
0,2728369217,2729653000,46,602,"K06207",0.0764119601328904
0,2728369217,2729653295,16,478,"K02313",0.0334728033472803
0,2728369217,2729654220,0,374,"K07646",0
0,2728369218,2729655653,7,633,"K07182",0.0110584518167457
0,2728369218,2729657384,41,602,"K06207",0.0681063122923588
0,2728369218,2729657853,41,497,"K02313",0.0824949698189135
0,2728369218,2729659388,12,390,"K07646",0.0307692307692308
0,2728369218,2729659470,6,317,"K07154",0.0189274447949527
0,2728369219,2729660505,20,1248,"K07787",0.016025641025641
0,2728369220,2729663173,22,601,"K06207",0.0366056572379368
0,2728369220,2729663238,4,458,"K07712",0.00873362445414847
0,2728369220,2729663336,8,544,"K03406",0.0147058823529412
0,2728369220,2729663499,9,469,"K04771",0.0191897654584222
0,2728369220,2729663945,0,867,"K00990",0
0,2728369220,2729664150,1,1043,"K07787",0.000958772770853308
0,2728369220,2729664203,30,613,"K03406",0.0489396411092985
0,2728369220,2729664206,5,164,"K03408",0.0304878048780488
0,2728369220,2729664207,89,656,"K03407",0.135670731707317
0,2728369220,2729664429,0,608,"K07182",0
0,2728369220,2729664492,6,439,"K02313",0.0136674259681093
0,2728369220,2729664767,0,449,"K03408",0
0,2728369220,2729665092,0,456,"K07712",0
0,2728369258,2729830195,78,793,"K00990",0.0983606557377049
0,2728369258,2729830427,95,530,"K08884",0.179245283018868
0,2728369258,2729831249,67,369,"K03412",0.181571815718157
0,2728369258,2729831251,29,150,"K03408",0.193333333333333
0,2728369258,2729831252,181,833,"K03407",0.217286914765906
0,2728369258,2729831255,55,535,"K03406",0.102803738317757
0,2728369258,2729831337,186,579,"K02313",0.321243523316062
0,2728369258,2729831361,295,639,"K08884",0.461658841940532
0,2728369258,2729831362,254,566,"K08884",0.448763250883392
0,2728369258,2729831374,61,531,"K03406",0.114877589453861
0,2728369258,2729831398,236,526,"K08884",0.448669201520913
0,2728369258,2729831399,153,494,"K08884",0.309716599190283
0,2728369258,2729831682,93,341,"K03412",0.272727272727273
0,2728369258,2729832211,0,507,"K07793",0
0,2728369258,2729832537,112,549,"K03406",0.204007285974499
0,2728369258,2729833081,1,256,"K02556",0.00390625
0,2728369258,2729833259,217,674,"K08884",0.321958456973294
0,2728369258,2729833350,143,630,"K06207",0.226984126984127
0,2728369258,2729833861,224,661,"K08884",0.338880484114977
0,2728369258,2729834474,17,512,"K07793",0.033203125
0,2728369259,2729835130,85,791,"K00990",0.107458912768647
0,2728369259,2729835173,32,620,"K07182",0.0516129032258065
0,2728369259,2729836772,70,501,"K02313",0.139720558882236
0,2728369259,2729836801,347,689,"K08884",0.503628447024673
0,2728369259,2729836802,280,541,"K08884",0.517560073937153
0,2728369259,2729836921,300,743,"K08884",0.403768506056528
0,2728369259,2729837893,69,300,"K07182",0.23
0,2728369260,2729838234,16,599,"K06207",0.0267111853088481
0,2728369260,2729838913,0,188,"K03412",0
0,2728369260,2729839667,22,476,"K02313",0.046218487394958
0,2728369260,2729839717,2,1252,"K07787",0.00159744408945687
0,2728369260,2729840730,31,1350,"K00936",0.022962962962963
0,2728369261,2729842900,124,516,"K04771",0.24031007751938
0,2728369261,2729843456,10,479,"K07712",0.0208768267223382
0,2728369261,2729844562,3,494,"K07793",0.00607287449392713
0,2728369261,2729845101,63,606,"K06207",0.103960396039604
0,2728369261,2729845280,18,927,"K00990",0.0194174757281553
0,2728369261,2729845352,52,494,"K02313",0.105263157894737
0,2728369261,2729845871,27,184,"K15012",0.146739130434783
0,2728369261,2729845872,40,479,"K15011",0.0835073068893528
0,2728369261,2729845907,150,558,"K03406",0.268817204301075
0,2728369261,2729846203,31,499,"K07638",0.062124248496994
0,2728369261,2729846343,44,614,"K07182",0.0716612377850163
0,2728369261,2729846367,81,409,"K03412",0.198044009779951
0,2728369261,2729846483,0,501,"K07793",0
0,2728369262,2729847186,2,1010,"K07787",0.00198019801980198
0,2728369262,2729847253,115,161,"K08738",0.714285714285714
0,2728369262,2729847659,3,416,"K07646",0.00721153846153846
0,2728369262,2729848026,26,466,"K04771",0.055793991416309
0,2728369262,2729848130,0,629,"K07182",0
0,2728369262,2729848665,0,98,"K08738",0
0,2728369262,2729848781,2,116,"K08738",0.0172413793103448
0,2728369263,2729849640,85,482,"K03092",0.176348547717842
0,2728369263,2729852924,62,601,"K06207",0.103161397670549
0,2728369266,2729860627,74,622,"K06207",0.118971061093248
0,2728369266,2729861097,1,511,"K07793",0.00195694716242661
0,2728369266,2729861636,153,1412,"K00936",0.108356940509915
0,2728369266,2729861653,69,499,"K02484",0.138276553106212
0,2728369266,2729861675,130,453,"K02484",0.286975717439294
0,2728369266,2729862284,183,573,"K02313",0.319371727748691
0,2728369266,2729862313,271,569,"K08884",0.476274165202109
0,2728369266,2729862314,236,479,"K08884",0.492693110647182
