taxon_oid	genome_name	phylum_gtdbtk	class_gtdbtk	order_gtdbtk	family_gtdbtk	genus_gtdbtk	species	ANI.Cluster.ID	habitat	genome_size	total_coding	total_gc_coding	gene_count	kegg_unannotated	protein_count	percent_GC	rRNA_16s	rRNA_23s	rRNA_count_estimated	trna_count	total_motifs	str_motifs	completeness	contamination	temperature_class	multicellular	doubling_estimated	doubling_measured	reference
2740891833	Bosea psychrolimnosis 1131	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Bosea	Bosea psychrolimnosis	12376		6392805	5667336	3763120	5965	46.99	5899	65.84	1	1	1	49	5023	1917	99.69	2.04	mesophilic	unicellular	10.57487838	NA	
2519103187	Gilvimarinus chinensis DSM 19667	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Gilvimarinus	Gilvimarinus chinensis	7006	"Aquatic, Marine, Sea water"	4068866	3687004	1907190	3680	46.98	3609	51.16	4	4	4	49	2023	691	100	0.03	mesophilic	unicellular	3.586905929	NA	
2524023244	Pontibacillus halophilus DSM 19796	Firmicutes	Bacilli	Bacillales	Halobacillaceae		Pontibacillus halophilus	2395	"Aquatic, Host, Marine"	3672639	3229005	1398719	3825	46.98	3731	42.67	7	4	4	56	1113	303	98.66	0.67	mesophilic	unicellular	1.140437071	NA	
2515154138	Aureimonas ureilytica DSM 18598	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aureimonas	Aureimonas ureilytica	3855	Air	5088861	4519220	3059447	4838	46.98	4773	67.28	1	0	1	52	3924	1573	99.19	0.4	psychrophilic	unicellular	2.611406185	NA	
2684623039	Stappia sp. ES.058	Proteobacteria	Alphaproteobacteria	Rhizobiales	Stappiaceae	Stappia	Stappia sp. ES.058	11216		4626154	4134533	2650946	4393	46.98	4326	63.61	2	2	2	50	3364	1360	99.58	1.11	mesophilic	unicellular	7.230793024	NA	
2657245269	Lachnospira pectinoschiza M83	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira pectinoschiza	10626		2704308	2367977	868156	2365	46.98	2301	35.95	6	4	4	44	332	75	100	0	mesophilic	unicellular	0.972994909	0.92	"Cornick NA et al, 1994 Veterinary Microbiology and Preventative Medicine"
2515154131	Corynebacterium mastitidis DSM 44356	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium mastitidis	6837	"Host, Milk"	2371728	2118036	1481521	2303	46.98	2241	68.99	1	1	1	48	1636	613	99.67	0	mesophilic	unicellular	2.604271351	NA	
2565956517	Andreprevotia chitinilytica DSM 18519	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Chitinibacteraceae	Andreprevotia	Andreprevotia chitinilytica	8220	Soil	5154741	4545054	2758013	4557	46.98	4454	59.88	3	2	2	51	3496	1217	99.57	0	mesophilic	unicellular	2.697649397	NA	
2515154161	Uliginosibacterium gangwonense DSM 18521	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae	Uliginosibacterium	Uliginosibacterium gangwonense	6855	Wetland	5023747	4495007	2578825	4717	46.98	4657	56.57	1	1	1	48	3339	1202	99.59	0	mesophilic	unicellular	3.79659856	NA	
2788499818	Oharaeibacter diazotrophicus DSM 102969	Proteobacteria	Alphaproteobacteria	Rhizobiales	Pleomorphomonadaceae		Oharaeibacter diazotrophicus	3729		4991892	4440809	3188141	4589	46.96	4527	71.61	2	2	2	47	4628	2061	99.05	0.77	mesophilic	unicellular	15.93825661	NA	
2515154021	Thiolinea disciformis DSM 14473	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Thiothrix_A	Thiolinea disciformis	6804	"Sludge, Wastewater treatment plant"	3923954	3581775	1635185	3869	46.94	3801	45.09	2	4	2	46	2223	663	98.24	1.21	mesophilic	unicellular	5.043383957	NA	
2675903163	Desulfomicrobium norvegicum DSM 1741	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfomicrobiaceae	Desulfomicrobium	Desulfomicrobium norvegicum	4765	Aquatic	4352996	3892003	2328044	3887	46.93	3811	58.8	1	1	1	62	2395	671	99.96	0	mesophilic	unicellular	10.86812469	NA	
2524614866	Psychromonas aquimarina ATCC BAA-1526	Proteobacteria	Gammaproteobacteria	Enterobacterales	Psychromonadaceae	Psychromonas	Psychromonas aquimarina	7408	Sediment	5536496	4753821	2071612	4865	46.93	4772	42.46	8	0	8	56	1689	437	100	0	mesophilic	unicellular	0.830023284	NA	
2634166316	Maricaulis salignorans DSM 16077	Proteobacteria	Alphaproteobacteria	Caulobacterales	Maricaulaceae	Maricaulis	Maricaulis salignorans	9819		3117768	2838308	1793137	3003	46.92	2952	62.91	1	1	1	43	2129	800	99.51	0.76	mesophilic	unicellular	5.1169331	NA	
2506783059	Thioflavicoccus mobilis 8321	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae		Thioflavicoccus mobilis	6493	"Marsh, Mat"	4137521	3538816	2347684	3787	46.92	3728	65.59	2	2	2	47	3818	1628	98.67	0.02	mesophilic	unicellular	18.20388176	NA	
2751185490	Microcella sp. HL-107	Actinobacteriota	Actinobacteria	Actinomycetales	Microbacteriaceae	Yonghaparkia	Microcella sp. HL-107	12532		2259425	2104481	1441392	2230	46.91	2178	68.36	1	1	1	45	1798	749	99.44	0.13	mesophilic	unicellular	4.452026905	NA	
2510065052	"Cloacibacillus evryensis 158, DSM 19522"	Synergistota	Synergistia	Synergistales	Synergistaceae	Cloacibacillus	Cloacibacillus evryensis	929	"Sludge, Wastewater treatment plant"	3488464	3109109	1780941	3142	46.91	3072	55.95	5	5	5	48	1453	322	100	0	thermophilic	unicellular	9.399563978	NA	
2802428856	Rhodovulum visakhapatnamense DSM 17937	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodovulum	Rhodovulum visakhapatnamense	3753		4429538	3957129	2680608	4300	46.91	4243	67.49	1	1	1	45	3969	1643	99.29	0.98	mesophilic	unicellular	4.055590071	NA	
2675903144	Nitrosospira briensis Nsp8	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	Nitrosospira	Nitrosospira briensis	2080		3233677	2849929	1553630	3035	46.89	2981	53.74	1	1	1	43	2450	918	99.96	0.4	mesophilic	unicellular	26.943786	24	"Watson SW, 1971 Arch Mikrobiol"
2616645019	Fictibacillus enclensis NIO-1003	Firmicutes	Bacilli	Bacillales	Fictibacillaceae	Fictibacillus_C	Fictibacillus enclensis	3135		4500901	3952235	1791895	4765	46.88	4682	44.34	7	0	7	57	1503	466	99.34	0.55	mesophilic	unicellular	0.599019734	NA	
2507149019	Desulfitobacterium dichloroeliminans LMG P-21439	Firmicutes_B	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfitobacterium	Desulfitobacterium dichloroeliminans	6501	"Aquatic, Soil"	3624449	3194871	1441038	3537	46.88	3431	44.22	6	6	6	73	1394	426	97.96	1.36	mesophilic	unicellular	9.820841153	NA	
2740891855	Lysinibacillus chungkukjangi KACC 16626	Firmicutes	Bacilli	Bacillales_A	Planococcaceae	Lysinibacillus_C	Lysinibacillus chungkukjangi	3166		3877942	3265525	1229516	3860	46.87	3723	36.7	11	9	9	66	970	254	99.34	0.22	mesophilic	unicellular	1.568243417	NA	
2728369743	Thalassospira sp. DSM 26710	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Thalassospiraceae	Thalassospira	Thalassospira sp. DSM 26710	12142		4605624	4118600	2293822	4349	46.86	4276	54.99	1	1	1	60	2345	717	100	0	mesophilic	unicellular	1.688782329	NA	
2681813512	Kroppenstedtia eburnea DSM 45196	Firmicutes	Bacilli_A	Thermoactinomycetales	Thermoactinomycetaceae		Kroppenstedtia eburnea	1740		3532052	3009611	1655844	3558	46.85	3485	54.09	1	0	1	57	1964	694	100	1.41	mesophilic	unicellular	6.017476213	NA	
2619619046	Shimia haliotis DSM 28453	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Shimia	Shimia haliotis	9444		3995969	3650703	2132726	3953	46.85	3895	58.04	1	2	1	44	2295	775	99.32	0	mesophilic	unicellular	1.372204881	NA	
2516493021	Thermicanus aegyptius DSM 12793	Firmicutes	Bacilli_A	Thermicanales	Thermicanaceae		Thermicanus aegyptius	6879	Soil	3657623	3231841	1585098	3667	46.85	3577	48.21	4	3	3	66	2030	594	97.69	1.54	thermophilic	unicellular	17.08218098	NA	
2731639185	Pseudoscardovia suis DSM 24744	Actinobacteriota	Actinobacteria	Actinomycetales	Bifidobacteriaceae	Pseudoscardovia	Pseudoscardovia suis	3231		2247459	1917966	1173204	1772	46.84	1714	60.52	1	1	1	48	873	250	100	0	mesophilic	unicellular	2.176849257	NA	
2708742414	Bosea sp. TND4EK4	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Bosea	Bosea sp. TND4EK4	11701		4718307	4221737	2844333	4491	46.83	4427	67.02	1	1	1	47	3937	1542	99.37	0	mesophilic	unicellular	4.11414549	NA	
2675903020	Rhodospira trueperi ATCC 700224	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae		Rhodospira trueperi	10924	Salt marsh	4211331	3686323	2487889	3755	46.82	3702	67.04	1	1	1	45	4840	2420	100	0.25	mesophilic	unicellular	19.39231268	NA	
2556921618	Desulfovermiculus halophilus DSM 18834	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfohalobiaceae		Desulfovermiculus halophilus	7989	"Aquatic, Oil fields"	3242094	2775577	1604624	2995	46.81	2937	56.82	2	1	1	47	1927	641	99.11	0	mesophilic	unicellular	35.83981177	NA	
2515154078	Thiobacillus denitrificans DSM 12475	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Hydrogenophilaceae	Thiobacillus	Thiobacillus denitrificans	6821	"Aquatic, Fresh water, Marine, Mud, Sediment, Sewage, Wastewater"	3609948	3288010	2081970	3651	46.81	3545	62.7	4	4	4	81	2922	1078	100	0.07	mesophilic	unicellular	17.6328728	NA	
2835068654	Sphaerochaeta halotolerans 4-11	Spirochaetota	Spirochaetia	Sphaerochaetales	Sphaerochaetaceae	Sphaerochaeta	Sphaerochaeta halotolerans	15142		2927075	2678279	1268373	2867	46.81	2804	46.77	1	1	1	45	1104	281	98.8	1.14	mesophilic	unicellular	9.234844929	NA	
2558309102	Pseudooceanicola nanhaiensis DSM 18065	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudooceanicola	Pseudooceanicola nanhaiensis	8019	"Aquatic, Marine, Sediment"	4659730	4234152	2883985	4548	46.81	4490	67.93	1	1	1	46	3513	1440	99.4	0.3	mesophilic	unicellular	4.146781327	NA	
2585428175	Tepidibacter formicigenes DSM 15518	Firmicutes_A	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Tepidibacter	Tepidibacter formicigenes	8708	"Aquatic, Deep sea, Marine"	2639825	2325132	656325	2758	46.81	2690	27.73	12	7	7	25	497	133	97.9	2.1	thermophilic	unicellular	3.47428635	0.27	
2802428853	Shinella granuli DSM 18401	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Shinella	Shinella granuli	3214		6590828	5889591	3870445	6402	46.81	6314	65.04	1	1	1	56	4110	1403	99.87	0	mesophilic	unicellular	2.355640008	NA	
2740891854	Rhodopseudomonas faecalis JCM 11668	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodopseudomonas	Rhodopseudomonas faecalis	12380		4068611	3475130	2251162	3797	46.8	3730	64.24	1	1	1	48	3727	1654	98.4	0.17	mesophilic	unicellular	7.256642537	NA	
649633036	"Desulfobulbus propionicus 1pr3, DSM 2032"	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Desulfobulbus	Desulfobulbus propionicus	6090	Mud	3851869	3457178	2060034	3408	46.8	3351	58.93	2	2	2	48	2993	1059	99.15	0	mesophilic	unicellular	0.966816152	NA	
2811994875	Rarobacter incanus DSM 10596	Actinobacteriota	Actinobacteria	Actinomycetales	Cellulomonadaceae		Rarobacter incanus	14332		2486262	2265022	1468723	2126	46.8	2063	64.67	3	3	3	45	1631	622	98.84	0	mesophilic	unicellular	3.254801711	NA	
2654588106	Ornithinibacillus halophilus IBRC-M 10683	Firmicutes	Bacilli	Bacillales	Amphibacillaceae		Ornithinibacillus halophilus	10587		3463618	2953026	1068071	3566	46.8	3465	35.85	3	2	2	58	926	240	99.34	1.27	mesophilic	unicellular	2.098779715	NA	
2781125609	Tepidicaulis sp. EA10	Proteobacteria	Alphaproteobacteria	Parvibaculales	Parvibaculaceae		Tepidicaulis sp. EA10	2867		3389875	3068410	1883303	3304	46.79	3251	60.98	1	1	1	44	2411	903	100	0.43	mesophilic	unicellular	10.6079255	NA	
2622736433	Bosea lathyri DSM 26656	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Bosea	Bosea lathyri	9488		5918613	5225114	3414076	5559	46.79	5478	64.8	4	4	4	55	4623	1812	98.35	0.63	mesophilic	unicellular	5.002577483	NA	
2734482797	Kytococcus aerolatus DSM 22179	Actinobacteriota	Actinobacteria	Actinomycetales	Dermatophilaceae	Kytococcus	Kytococcus aerolatus	12299	Air	2402416	2221574	1607662	2274	46.79	2219	72.34	1	1	1	47	1970	762	94.34	0	mesophilic	unicellular	15.17124618	NA	
2523533537	Novosphingobium acidiphilum DSM 19966	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium acidiphilum	7194	"Bog, Wetland"	3709060	3420673	2210078	3460	46.79	3399	64.26	1	1	1	46	3238	1429	99.93	0	psychrophilic	unicellular	2.341150394	5.3	"Glaeser SP et al, 2009 IJSEM"
2524023250	Niveispirillum irakense DSM 11586	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Niveispirillum	Niveispirillum irakense	7301	"Plants, Rice paddies"	5457705	4932188	3136495	4802	46.79	4727	62.97	1	3	1	59	5894	2681	100	0	mesophilic	unicellular	2.347993978	NA	
2524614846	Alteromonas sp. ALT199	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Alteromonas	Alteromonas sp. ALT199	7398		4635666	4096331	1824217	4039	46.79	3941	43.67	5	5	5	72	1594	485	99.95	0.21	mesophilic	unicellular	1.509853432	NA	
2596583532	Pseudobutyrivibrio ruminis DSM 9787	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Pseudobutyrivibrio	Pseudobutyrivibrio ruminis	1669	"Bovine, Host"	3020378	2786031	1096970	2826	46.78	2740	38.85	6	3	3	68	485	106	99.52	0	mesophilic	unicellular	1.384755886	0.33	"van Gylswyk NO et al, 1996 IJSEM"
2857419370	Nesterenkonia xinjiangensis DSM 15475	Actinobacteriota	Actinobacteria	Actinomycetales	Micrococcaceae	Nesterenkonia	Nesterenkonia xinjiangensis	16040	Soil	3569370	3258969	2250922	3228	46.78	3153	68.81	2	2	2	49	2493	961	99.77	0.61	mesophilic	unicellular	2.489043008	NA	
2693429856	Albimonas donghaensis DSM 17890	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Albimonas	Albimonas donghaensis	11470	"Aquatic, Marine"	5014394	4346199	3100003	4314	46.78	4255	71.65	1	1	1	46	5181	2516	100	0	mesophilic	unicellular	8.644301027	NA	
2597490378	Thermoleophilum album ATCC 35263	Actinobacteriota	Thermoleophilia	Solirubrobacterales			Thermoleophilum album	8971	Mud	2207191	2074815	1432975	2144	46.78	2092	69.12	1	1	1	47	2952	1417	95.26	1.72	thermophilic	unicellular	6.672264226	NA	
2523231029	Lysobacter sp. URHA0019	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	Lysobacter sp. URHA0019	7159	Soil	3223982	2958786	1977112	3093	46.78	3035	66.75	3	1	1	46	2786	1198	100	0.24	mesophilic	unicellular	3.879086181	NA	
2757320392	Phyllobacterium leguminum ORS 1419	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae		Phyllobacterium leguminum	12745		3737298	3296518	2006290	3667	46.77	3599	59.85	1	1	1	49	2504	833	100	0	mesophilic	unicellular	8.820648892	NA	
2517093010	Geminicoccus roseus DSM 18922	Proteobacteria	Alphaproteobacteria	Geminicoccales	Geminicoccaceae		Geminicoccus roseus	6899	Aquatic	5698370	5159112	3557528	5259	46.76	5193	68.55	4	4	4	51	5869	2671	99.25	0.29	mesophilic	unicellular	10.49931427	5	
2634166315	Acidovorax konjaci DSM 7481	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Acidovorax_A	Acidovorax konjaci	9818		5077528	4543138	3120444	4513	46.75	4452	68.2	1	4	1	45	5638	2445	99.58	0.28	mesophilic	unicellular	6.85784147	NA	
2524614768	Yaniella halotolerans DSM 15476	Actinobacteriota	Actinobacteria	Actinomycetales	Micrococcaceae		Yaniella halotolerans	7384	"Saline soil, Soil"	2775456	2547488	1429180	2633	46.75	2576	55.65	1	2	1	48	1612	573	95.43	0.68	mesophilic	unicellular	2.134100313	NA	
2671180028	"Caloramator quimbayensis USBA 833, DSM 22093"	Firmicutes_A	Clostridia	Clostridiales	Caloramatoraceae		Caloramator quimbayensis	10823		3131359	2788785	919928	3101	46.73	3003	32.28	4	2	2	61	726	166	99.19	0.81	thermophilic	unicellular	4.116720807	2	"Rubiano-Labrador C et al, 2013 IJSEM"
2802428841	Cupriavidus tamaulipasensis ASC-9842	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Cupriavidus	Cupriavidus tamaulipasensis	14123		5791022	5188357	3490641	5215	46.73	5138	66.63	1	1	1	57	4821	1882	99.94	0.46	mesophilic	unicellular	2.778121179	NA	
2824265639	Litorivivens lipolytica CECT 8654	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Spongiibacteraceae		Litorivivens lipolytica	14544		3489636	3224675	1809610	3294	46.72	3241	55.65	1	1	1	41	1957	712	100	0.86	mesophilic	unicellular	7.838704452	NA	
2828164553	Xanthomonas euvesicatoria CFBP 7921	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas euvesicatoria	4808		5035348	4346057	2832212	4426	46.7	4297	64.89	1	1	1	56	3970	1589	99.28	0.36	mesophilic	unicellular	10.59499322	NA	
2523533600	Aestuariimicrobium kwangyangense DSM 21549	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae		Aestuariimicrobium kwangyangense	7222	"Aquatic, Marine, Sediment"	2990149	2775204	1903327	2692	46.69	2636	68.55	3	2	2	45	2351	916	99.83	0	mesophilic	unicellular	1.692213366	NA	
2788499849	Mobilisporobacter senegalensis DSM 26537	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae		Mobilisporobacter senegalensis	13524		4039008	3576525	1252640	3686	46.69	3612	34.31	3	7	3	53	781	190	99.33	2.01	mesophilic	unicellular	1.10295597	NA	
2756170271	Roseicyclus mahoneyensis DSM 16097	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseibacterium	Roseicyclus mahoneyensis	12723	"Aquatic, Fresh water"	4030284	3687577	2417019	4003	46.67	3948	65.28	1	1	1	42	3532	1420	98.42	0.61	mesophilic	unicellular	10.06422808	NA	
2523533551	Acidipropionibacterium jensenii DSM 20535	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Acidipropionibacterium	Acidipropionibacterium jensenii	3644	Dairy isolates	3028354	2705821	1864458	2781	46.67	2719	68.66	2	0	2	51	1966	691	99.67	0	mesophilic	unicellular	4.010434308	NA	
2556921622	Terasakiella pusilla DSM 6293	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Terasakiellaceae	Terasakiella	Terasakiella pusilla	7991	"Aquatic, Host, Marine"	4053560	3718697	1891646	4013	46.67	3949	50.02	1	1	1	50	1901	545	100	0.75	mesophilic	unicellular	1.694636345	NA	
2593339162	Thiomicrospira microaerophila ASL8-2	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	Thiomicrospira	Thiomicrospira microaerophila	8779		3102228	2792395	1293130	2855	46.65	2797	45.66	5	4	4	39	1203	352	100	1.12	mesophilic	unicellular	4.184613922	NA	
2546825523	Shewanella waksmanii ATCC BAA-643	Proteobacteria	Gammaproteobacteria	Enterobacterales	Shewanellaceae	Shewanella	Shewanella waksmanii	7742	"Aquatic, Host, Marine"	4973311	4342988	2004552	4519	46.65	4429	45.25	2	0	2	64	1543	348	99.84	0	mesophilic	unicellular	0.907806844	NA	
2617270936	Tessaracoccus oleiagri CGMCC 1.9159	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Tessaracoccus	Tessaracoccus oleiagri	9362		3156218	2980012	2083807	2974	46.64	2915	69.66	2	3	2	45	2512	1011	99.3	0.17	mesophilic	unicellular	5.92475645	NA	
2524023067	Marinimicrobium agarilyticum DSM 16975	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Marinimicrobium	Marinimicrobium agarilyticum	7248	"Aquatic, Sediment"	4502291	4043152	2368539	3836	46.64	3765	57.9	4	4	4	48	2689	962	99.57	0.77	mesophilic	unicellular	5.536896795	NA	
2824784629	Aeriscardovia aeriphila DSM 22365	Actinobacteriota	Actinobacteria	Actinomycetales	Bifidobacteriaceae		Aeriscardovia aeriphila	3617		1636604	1445251	790085	1355	46.64	1293	54.05	3	4	3	47	506	114	94.58	0	mesophilic	unicellular	1.486135489	NA	
2861577009	Rummeliibacillus stabekisii DSM 25578	Firmicutes	Bacilli	Bacillales_A	Planococcaceae		Rummeliibacillus stabekisii	4566		3276352	2820533	1081901	3386	46.63	3223	37.34	1	2	1	83	869	232	99.34	0	mesophilic	unicellular	4.105709457	NA	
2703719235	Rhodovulum sp. ES.010	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodovulum	Rhodovulum sp. ES.010	11652		3832939	3486724	2381101	3826	46.63	3769	68.13	2	2	2	45	3443	1494	99.09	1.06	mesophilic	unicellular	10.33951748	NA	
2597490373	Frateuria terrea CGMCC 1.7053	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Frateuria_A	Frateuria terrea	375		3838145	3468189	2361360	3547	46.63	3486	67.92	2	5	2	49	3781	1521	99.66	0.24	mesophilic	unicellular	4.979698047	NA	
2827992976	Pseudochelatococcus contaminans DSM 28760	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae		Pseudochelatococcus contaminans	14632		4115407	3615467	2256461	3829	46.62	3749	61.33	1	1	1	57	3351	1301	95.59	0.73	mesophilic	unicellular	10.08429927	NA	
2795386143	Effusibacillus lacus DSM 27172	Firmicutes	Alicyclobacillia	Tumebacillales	Effusibacillaceae	Effusibacillus	Effusibacillus lacus	3748		3879162	3435344	1734153	4063	46.62	3936	49.67	3	2	2	74	1709	516	98.46	2.76	mesophilic	unicellular	3.378782497	NA	
2634166353	Salinihabitans flavidus DSM 27842	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		Salinihabitans flavidus	9841		4088599	3680354	2343663	4024	46.62	3958	63.22	3	3	3	48	3015	1168	99.3	0.45	mesophilic	unicellular	5.587493377	NA	
2849370359	Sphaerotilus montanus DSM 21226	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae		Sphaerotilus montanus	15800		5068925	4743593	3255672	4604	46.61	4517	68.16	2	2	2	61	4825	2019	99.84	1.4	mesophilic	unicellular	6.109652016	NA	
2844612724	Neomicrococcus lactis DSM 23694	Actinobacteriota	Actinobacteria	Actinomycetales	Micrococcaceae		Neomicrococcus lactis	15628		2703351	2456091	1456186	2526	46.6	2451	58.63	3	3	3	47	1261	359	98.85	0.22	mesophilic	unicellular	2.186941561	NA	
2830083187	Ochrobactrum pecoris DSM 23868	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae		Ochrobactrum pecoris	14737	Host	5067169	4479398	2547782	5060	46.6	4941	55.95	1	1	1	53	2815	902	100	0.01	mesophilic	unicellular	30.42181115	NA	
2619618871	Fictibacillus solisalsi CGMCC 1.6854	Firmicutes	Bacilli	Bacillales	Fictibacillaceae	Fictibacillus_C	Fictibacillus solisalsi	9423		4797611	4227281	1900309	5014	46.57	4927	43.99	5	2	2	61	1584	472	99.34	2.54	mesophilic	unicellular	0.510143396	NA	
2582581264	Acidocella aminolytica DSM 11237	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidocella	Acidocella aminolytica	8525	Acid mine	3964820	3561713	2128018	3986	46.56	3922	58.94	1	1	1	48	3762	1529	98.51	0.03	mesophilic	unicellular	2.605234532	NA	
2619618817	Polaromonas sp. EUR3 1.2.1	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Polaromonas	Polaromonas sp. EUR3 1.2.1	9417		4394508	3925647	2383699	4303	46.55	4238	59.88	2	2	2	45	3085	1030	99.61	0	mesophilic	unicellular	6.665730941	NA	
2585428077	Caloranaerobacter azorensis DSM 13643	Firmicutes_A	Clostridia	Tissierellales	Caloranaerobacteraceae	Caloranaerobacter	Caloranaerobacter azorensis	1181	"Aquatic, Deep sea, Marine"	2461935	2150265	648956	2617	46.54	2496	29.66	5	3	3	43	510	135	98.6	1.05	thermophilic	unicellular	5.330469925	0.42	
2770939644	Planococcus citreus DSM 20549	Firmicutes	Bacilli	Bacillales_A	Planococcaceae	Planococcus_B	Planococcus citreus	13037		3429284	3025712	1502036	3543	46.54	3449	48.57	8	5	5	50	1063	317	99.34	0.22	mesophilic	unicellular	1.168629925	NA	
2824469054	Alkalibacillus almallahensis CECT 8373	Firmicutes	Bacilli	Bacillales	Alkalibacillaceae		Alkalibacillus almallahensis	14568		2709255	2373900	925512	3006	46.54	2856	38.34	3	2	2	52	698	206	98.67	0.22	mesophilic	unicellular	7.30875453	NA	
2687453787	Psychrobacillus psychrotolerans DSM 11706	Firmicutes	Bacilli	Bacillales_A	Planococcaceae	Psychrobacillus	Psychrobacillus psychrotolerans	11345	Soil	3607666	3116251	1152198	3704	46.54	3603	36.36	11	3	3	55	961	238	99.34	0.88	mesophilic	unicellular	8.388535243	NA	
2681813560	Virgibacillus pantothenticus DSM 26	Firmicutes	Bacilli	Bacillales	Amphibacillaceae	Virgibacillus	Virgibacillus pantothenticus	116	Soil	4698813	3601628	1361294	4433	46.54	4334	37.22	4	1	1	61	1098	295	100	0.67	mesophilic	unicellular	3.609900599	NA	
2675903690	Devosia crocina IPL20	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	Devosia crocina	11035		3724570	3363349	2073951	3672	46.54	3616	61.34	1	1	1	43	2526	877	98.5	0	mesophilic	unicellular	1.636646016	NA	
2593339276	Hwanghaeicola aestuarii DSM 22009	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		Hwanghaeicola aestuarii	8817		4545653	4054403	2696315	4411	46.54	4352	66.03	3	1	1	45	3617	1523	98.79	1.03	mesophilic	unicellular	9.710584607	NA	
2524614838	Clostridium indolis DSM 755	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Hungatella	Clostridium indolis	1225	Soil	6383701	5696905	2614217	5902	46.53	5802	44.93	6	6	6	70	1634	433	99.37	0.95	mesophilic	unicellular	1.034740805	NA	
